Date,nKL2001_IN0484,nKL2002_IN0484,nKL2003_IN0484,nKL2004_IN0484,nKL2006_IN0484,nKL2007_IN0484,nKL2008_IN0484,nKL2901_IN0484,nKL2902_IN0484,nKL2903_IN0484,nKL2904_IN0484,nKL2906_IN0484,nKL2907_IN0484,nKL2908_IN0484,nKL3901_IN0484,nKL3902_IN0484,nKL3903_IN0484,nKL3904_IN0484,nKL3906_IN0484,nKL3907_IN0484,nKL3908_IN0484
2024-01-11,-4.120833333333334,-3.261111111111111,-3.9347222222222222,-3.2305555555555556,-2.8583333333333334,-2.977777777777778,-3.158333333333333,-3.9541666666666666,-2.4555555555555557,-3.1083333333333334,-2.1194444444444445,-4.861111111111111,-3.970833333333333,-3.0055555555555555,-3.5944444444444446,-4.338888888888889,-2.9444444444444446,-4.138888888888889,-3.4805555555555556,-3.7624999999999997,-3.7291666666666665
2024-01-12,-1.5472222222222223,-0.8263888888888888,-1.3819444444444444,-1.1319444444444444,-0.7138888888888889,-0.7388888888888889,-0.23333333333333334,-1.3569444444444445,-0.6444444444444444,-0.5319444444444444,0.019444444444444455,-2.3333333333333335,-1.7916666666666667,-0.5777777777777778,-1.2805555555555557,-1.7791666666666666,-1.0194444444444446,-1.5458333333333334,-1.4847222222222223,-1.3041666666666667,-1.3263888888888888
2024-01-13,-0.16944444444444443,0.6083333333333334,-0.04999999999999999,0.39166666666666666,0.8194444444444444,0.9541666666666667,0.2902777777777778,-0.036111111111111094,0.8222222222222223,0.7777777777777778,1.3513888888888888,-0.9527777777777777,-0.5888888888888889,0.8361111111111111,-0.06388888888888888,-0.4361111111111111,0.24444444444444446,-0.2416666666666667,-0.13472222222222222,0.04305555555555556,0.11388888888888887
2024-01-14,0.6763888888888889,1.4874999999999998,0.8208333333333333,1.3458333333333334,2.0319444444444446,1.9249999999999998,1.2722222222222221,0.825,1.7791666666666666,1.6305555555555555,2.1680555555555556,-0.16388888888888886,0.27638888888888885,1.8333333333333333,0.7791666666666667,0.44722222222222224,1.0527777777777778,0.6638888888888889,0.4125,1.0125000000000002,1.0472222222222223
2024-01-15,1.2694444444444446,2.2375,1.3819444444444444,1.9263888888888887,2.638888888888889,2.6263888888888887,1.8305555555555557,1.411111111111111,2.341666666666667,2.220833333333333,2.6819444444444445,0.43472222222222223,0.8958333333333334,2.4291666666666667,1.4430555555555555,1.051388888888889,1.7527777777777778,1.2458333333333333,1.5388888888888888,1.6194444444444445,1.6333333333333333
2024-01-16,-0.4819444444444445,0.5472222222222222,-0.4125,-0.02777777777777779,0.6027777777777777,0.6000000000000001,-0.1611111111111111,-0.36250000000000004,0.6458333333333334,0.47638888888888886,1.0666666666666667,-1.338888888888889,-0.9555555555555555,0.6263888888888889,-0.35555555555555557,-0.7124999999999999,-0.14583333333333334,-0.5430555555555556,-0.6555555555555556,-0.18472222222222223,-0.16805555555555554
2024-01-17,-2.8833333333333333,-1.6666666666666667,-2.5944444444444446,-2.0625,-1.1958333333333335,-1.9055555555555554,-1.4986111111111111,-2.677777777777778,-0.7555555555555555,-1.8527777777777779,-0.9805555555555555,-2.9194444444444443,-2.1041666666666665,-0.9125000000000001,-2.3694444444444445,-2.6861111111111113,-1.5319444444444443,-2.3736111111111113,-2.0555555555555554,-1.8597222222222223,-1.9124999999999999
2024-01-18,3.5416666666666665,4.613888888888889,3.8444444444444446,4.190277777777777,4.766666666666667,4.447222222222222,4.109722222222222,3.734722222222222,4.813888888888889,4.656944444444445,5.022222222222222,2.8736111111111113,3.4208333333333334,4.973611111111111,3.6430555555555557,3.4986111111111113,4.0680555555555555,3.779166666666667,3.9625000000000004,4.011111111111111,3.880555555555555
2024-01-19,-1.2458333333333333,-0.3458333333333333,-0.8458333333333333,-0.7236111111111111,-0.35833333333333334,-0.7722222222222223,-0.2513888888888889,-1.0916666666666666,-0.14444444444444446,-0.25555555555555554,0.44305555555555554,-2.05,-1.6652777777777779,-0.2125,-1.3444444444444443,-1.5638888888888889,-0.8847222222222223,-1.348611111111111,-1.0499999999999998,-1.0291666666666666,-0.9652777777777778
2024-01-20,0.04722222222222223,0.8458333333333333,0.1638888888888889,0.6319444444444444,1.0569444444444445,0.6083333333333333,0.9305555555555556,0.21111111111111114,1.3041666666666667,1.1111111111111112,1.75,-0.7013888888888888,-0.2833333333333333,1.1263888888888889,-0.047222222222222235,-0.19166666666666668,0.4222222222222223,-0.06944444444444448,-0.2902777777777778,0.33194444444444443,0.43333333333333335
2024-01-21,0.6111111111111112,1.4805555555555554,0.8861111111111112,1.0416666666666667,2.0027777777777778,1.3111111111111111,2.175,0.9541666666666667,1.9708333333333334,1.8013888888888887,2.2069444444444444,0.1861111111111111,0.5541666666666667,2.0944444444444446,0.7777777777777778,0.8305555555555555,1.4055555555555557,1.0777777777777777,1.2222222222222223,1.2847222222222223,1.3055555555555556
2024-01-22,2.040277777777778,2.9375,2.3541666666666665,3.136111111111111,3.886111111111111,3.475,4.034722222222222,2.2625,3.7194444444444446,3.1722222222222225,3.855555555555556,1.7166666666666668,2.463888888888889,3.677777777777778,2.615277777777778,2.134722222222222,3.279166666666667,2.4180555555555556,3.073611111111111,2.884722222222222,3.1069444444444447
2024-01-23,4.1875,5.012499999999999,4.426388888888889,4.998611111111111,5.230555555555556,4.713888888888889,5.908333333333333,4.473611111111111,5.498611111111111,5.302777777777778,5.452777777777778,3.341666666666667,3.7236111111111114,5.341666666666667,3.9680555555555554,3.933333333333333,4.4125,4.115277777777778,4.361111111111111,4.515277777777778,4.602777777777778
2024-01-24,6.101388888888889,6.930555555555555,6.293055555555555,7.048611111111111,7.949999999999999,7.4375,7.2666666666666675,6.326388888888889,7.550000000000001,7.254166666666666,7.6499999999999995,5.627777777777777,6.120833333333334,7.612500000000001,6.409722222222222,6.105555555555556,6.790277777777778,6.248611111111111,6.698611111111111,6.747222222222223,7.018055555555556
2024-01-25,6.073611111111111,6.823611111111111,6.208333333333333,6.636111111111111,6.941666666666666,6.487500000000001,7.2444444444444445,6.258333333333334,7.091666666666667,7.091666666666667,7.2875000000000005,5.4,5.586111111111111,7.145833333333333,5.977777777777778,5.872222222222223,6.301388888888889,6.027777777777778,6.065277777777777,6.35,6.427777777777778
2024-01-26,3.783333333333333,4.563888888888889,3.9124999999999996,4.295833333333333,4.666666666666667,4.158333333333333,5.593055555555555,3.952777777777778,4.804166666666666,4.784722222222222,4.981944444444444,2.904166666666667,3.2291666666666665,4.858333333333333,3.526388888888889,3.488888888888889,3.9458333333333337,3.6958333333333337,3.836111111111111,4.011111111111111,4.059722222222223
2024-01-27,3.573611111111111,4.305555555555555,3.5374999999999996,4.020833333333333,4.276388888888889,3.7666666666666666,4.898611111111111,3.6624999999999996,4.449999999999999,4.522222222222222,4.655555555555555,2.713888888888889,2.9625000000000004,4.451388888888889,3.325,3.2,3.740277777777778,3.3777777777777778,3.4097222222222223,3.6666666666666665,3.740277777777778
2024-01-28,2.8402777777777777,3.6624999999999996,2.9680555555555554,3.4527777777777775,3.8472222222222223,3.322222222222222,4.938888888888889,3.0777777777777775,3.976388888888889,3.941666666666667,4.059722222222223,2.0652777777777778,2.529166666666667,4.098611111111111,2.6722222222222225,2.548611111111111,3.1430555555555557,2.8041666666666667,3.0541666666666667,3.1527777777777777,3.338888888888889
2024-01-29,1.2125,2.0472222222222225,1.4152777777777779,1.8541666666666667,3.022222222222222,2.404166666666667,2.9458333333333333,1.386111111111111,2.504166666666667,2.3069444444444445,2.6444444444444444,1.2041666666666666,1.761111111111111,3.1222222222222222,1.5555555555555556,1.5083333333333333,2.183333333333333,1.7513888888888889,2.326388888888889,2.1055555555555556,2.183333333333333
2024-01-30,1.3527777777777776,1.7347222222222223,0.8638888888888889,1.698611111111111,2.147222222222222,1.8111111111111111,1.8930555555555557,0.7805555555555554,2.163888888888889,1.6972222222222222,2.3430555555555554,0.3111111111111111,0.9861111111111112,2.213888888888889,1.2013888888888888,0.5972222222222222,1.8638888888888887,0.8930555555555555,1.5875,1.3166666666666667,1.5666666666666667
2024-01-31,2.1902777777777778,2.6722222222222225,2.0208333333333335,2.654166666666667,3.1194444444444445,2.5708333333333333,2.3666666666666667,2.0055555555555555,3.173611111111111,2.923611111111111,3.1847222222222222,0.9138888888888889,1.4819444444444445,3.026388888888889,1.7347222222222223,1.5236111111111112,2.2347222222222225,1.7833333333333334,2.1319444444444446,2.1444444444444444,2.348611111111111
2024-02-01,3.879166666666667,4.245833333333334,3.5944444444444446,4.190277777777777,4.6625,4.266666666666667,4.009722222222222,3.683333333333333,4.8375,4.591666666666667,4.981944444444444,2.7486111111111113,3.1569444444444446,4.730555555555556,3.4694444444444446,3.2083333333333335,3.938888888888889,3.459722222222222,3.806944444444445,3.8347222222222226,4.030555555555555
2024-02-02,4.729166666666667,5.229166666666667,4.675000000000001,4.969444444444445,5.533333333333333,5.112500000000001,5.0680555555555555,4.697222222222222,5.495833333333334,5.530555555555555,5.570833333333334,3.6069444444444443,3.886111111111111,5.518055555555556,4.176388888888889,4.263888888888889,4.591666666666667,4.413888888888889,4.5569444444444445,4.736111111111111,4.738888888888889
2024-02-03,8.183333333333334,8.668055555555556,8.169444444444444,8.541666666666666,9.12361111111111,8.797222222222222,8.408333333333333,8.18888888888889,8.991666666666667,9.015277777777778,9.070833333333333,7.4375,7.566666666666666,9.122222222222222,7.8500000000000005,7.9125000000000005,8.258333333333333,8.037500000000001,8.141666666666667,8.325,8.36111111111111
2024-02-04,7.7666666666666675,8.134722222222223,7.593055555555556,7.997222222222222,8.343055555555557,7.881944444444445,7.916666666666667,7.634722222222223,8.331944444444444,8.490277777777777,8.547222222222222,6.780555555555555,6.901388888888889,8.456944444444444,7.336111111111112,7.234722222222222,7.626388888888889,7.405555555555556,7.297222222222222,7.713888888888889,7.7333333333333325
2024-02-05,8.215277777777779,8.795833333333333,8.216666666666667,8.755555555555555,9.295833333333333,8.955555555555556,8.427777777777777,8.255555555555555,8.758333333333333,9.088888888888889,9.440277777777778,7.631944444444445,7.86388888888889,9.184722222222222,8.087499999999999,8.056944444444445,8.445833333333333,8.148611111111112,8.0625,8.386111111111111,8.37638888888889
2024-02-06,9.175,9.645833333333334,9.155555555555557,9.4375,9.940277777777778,9.61111111111111,9.529166666666667,9.180555555555555,9.912500000000001,9.972222222222221,10.023611111111112,8.366666666666667,8.547222222222222,10.156944444444443,8.780555555555557,8.869444444444445,9.18611111111111,9.011111111111111,9.149999999999999,9.327777777777778,9.316666666666666
2024-02-07,7.883333333333334,8.429166666666667,7.820833333333334,8.162500000000001,8.747222222222222,8.391666666666667,8.158333333333333,7.911111111111111,8.630555555555555,8.68888888888889,8.777777777777779,6.993055555555555,7.208333333333333,8.855555555555556,7.465277777777778,7.57361111111111,7.856944444444445,7.701388888888889,7.7444444444444445,7.98888888888889,7.956944444444444
2024-02-08,1.651388888888889,2.4944444444444445,1.8638888888888887,2.154166666666667,3.2444444444444445,2.5069444444444446,2.463888888888889,1.8861111111111113,2.7291666666666665,2.6569444444444446,2.8569444444444443,1.2680555555555555,1.8236111111111113,3.4625000000000004,1.6861111111111111,1.8277777777777777,2.316666666666667,2.0555555555555554,2.2569444444444446,2.5555555555555554,2.6444444444444444
2024-02-09,3.2625,4.169444444444444,3.7249999999999996,3.7805555555555554,5.1819444444444445,4.348611111111111,4.761111111111111,3.6944444444444446,4.381944444444445,4.440277777777777,4.525,3.345833333333333,3.827777777777778,5.643055555555556,3.470833333333333,3.845833333333333,4.233333333333333,4.0625,4.415277777777778,4.636111111111111,4.626388888888889
2024-02-10,7.658333333333333,8.600000000000001,8.083333333333334,8.365277777777777,9.644444444444444,9.17361111111111,8.718055555555557,8.120833333333334,8.779166666666667,8.908333333333333,8.969444444444443,7.711111111111112,8.131944444444445,9.68888888888889,7.947222222222223,8.045833333333333,8.56388888888889,8.350000000000001,8.608333333333333,8.579166666666667,8.490277777777777
2024-02-11,8.044444444444444,8.797222222222222,8.340277777777779,8.537500000000001,9.759722222222223,9.315277777777778,9.065277777777778,8.420833333333333,9.008333333333333,9.254166666666666,9.241666666666667,7.862500000000001,8.51388888888889,9.962499999999999,8.238888888888889,8.351388888888888,8.86111111111111,8.591666666666667,8.786111111111111,8.893055555555556,8.884722222222223
2024-02-12,8.711111111111112,9.208333333333334,8.766666666666667,9.218055555555557,9.544444444444444,9.06111111111111,9.041666666666666,8.88888888888889,9.537500000000001,9.409722222222221,9.566666666666666,7.5458333333333325,7.862500000000001,9.579166666666667,8.180555555555555,8.141666666666667,8.57638888888889,8.380555555555555,8.509722222222223,8.711111111111112,8.663888888888888
2024-02-13,6.209722222222222,6.563888888888889,5.986111111111111,6.338888888888889,6.504166666666666,6.004166666666666,6.611111111111111,6.220833333333333,6.484722222222222,6.765277777777778,6.859722222222222,4.748611111111111,5.059722222222223,6.751388888888889,5.433333333333334,5.409722222222222,5.823611111111111,5.611111111111111,5.763888888888889,5.881944444444445,5.9125
2024-02-14,5.288888888888889,6.161111111111111,5.6305555555555555,5.8125,6.444444444444445,5.948611111111111,6.031944444444445,5.573611111111111,6.381944444444445,6.444444444444445,6.395833333333333,4.745833333333334,4.916666666666667,6.541666666666667,4.976388888888889,5.391666666666667,5.484722222222222,5.5569444444444445,5.472222222222222,5.811111111111111,5.606944444444444
2024-02-15,7.519444444444444,8.38888888888889,7.883333333333334,8.041666666666666,9.081944444444444,8.54861111111111,8.488888888888889,7.868055555555555,8.541666666666666,8.833333333333334,8.712499999999999,7.243055555555555,7.5249999999999995,9.18611111111111,7.504166666666666,7.800000000000001,7.991666666666666,8.029166666666667,7.94861111111111,8.148611111111112,7.993055555555555
2024-02-16,7.133333333333334,7.894444444444444,7.531944444444444,7.76111111111111,8.99861111111111,8.375,8.7375,7.668055555555556,7.922222222222222,8.5,8.4875,7.395833333333333,7.643055555555555,9.279166666666667,7.227777777777778,7.320833333333334,7.884722222222223,7.541666666666667,8.019444444444444,8.212499999999999,8.004166666666666
2024-02-17,6.929166666666666,7.298611111111111,6.766666666666667,7.3125,7.716666666666667,7.211111111111112,7.523611111111112,7.226388888888888,7.293055555555556,7.536111111111111,7.841666666666667,5.823611111111111,6.159722222222222,7.716666666666667,6.533333333333333,6.258333333333334,6.954166666666667,6.516666666666667,6.679166666666666,6.831944444444444,7.001388888888889
2024-02-18,4.512499999999999,5.324999999999999,4.733333333333333,4.905555555555555,5.552777777777778,4.813888888888889,6.341666666666667,4.808333333333334,5.426388888888889,5.608333333333333,5.612500000000001,3.951388888888889,4.258333333333334,6.173611111111111,4.144444444444444,4.580555555555556,4.848611111111111,4.766666666666667,4.827777777777778,5.091666666666667,5.048611111111111
2024-02-19,3.9555555555555557,4.495833333333334,3.9444444444444446,4.281944444444445,5.144444444444444,4.479166666666667,4.887499999999999,4.226388888888889,4.540277777777778,4.725,5.004166666666666,3.161111111111111,3.673611111111111,5.206944444444444,3.773611111111111,3.7138888888888886,4.313888888888889,3.947222222222222,4.231944444444444,4.281944444444445,4.448611111111111
2024-02-20,7.268055555555555,7.819444444444445,7.359722222222222,7.629166666666666,7.963888888888889,7.4375,8.334722222222222,7.544444444444445,7.929166666666666,8.088888888888889,8.148611111111112,6.233333333333333,6.508333333333334,8.162500000000001,6.790277777777778,6.793055555555556,7.1819444444444445,6.979166666666667,7.165277777777778,7.298611111111111,7.347222222222222
2024-02-21,6.655555555555555,7.236111111111111,6.704166666666667,7.080555555555556,7.555555555555555,7.0055555555555555,7.384722222222223,6.815277777777777,7.368055555555555,7.381944444444445,7.622222222222222,5.522222222222222,5.863888888888889,7.477777777777778,6.175000000000001,6.169444444444444,6.588888888888889,6.391666666666667,6.534722222222222,6.688888888888889,6.741666666666666
2024-02-22,7.658333333333333,8.411111111111111,7.838888888888889,8.102777777777778,9.529166666666667,9.097222222222221,8.443055555555555,7.944444444444445,8.354166666666666,8.633333333333333,8.758333333333333,7.179166666666666,7.540277777777778,8.997222222222222,7.6499999999999995,7.6194444444444445,8.233333333333333,7.887499999999999,8.116666666666667,8.163888888888888,8.161111111111111
2024-02-23,8.776388888888889,9.393055555555556,8.893055555555556,9.216666666666667,10.140277777777778,9.377777777777778,9.323611111111111,9.109722222222222,9.343055555555557,9.670833333333333,9.723611111111111,8.12361111111111,8.523611111111112,10.113888888888889,8.619444444444445,8.661111111111111,9.100000000000001,8.863888888888889,9.130555555555555,9.227777777777778,9.320833333333333
2024-02-24,8.791666666666666,9.581944444444444,9.052777777777777,9.241666666666667,10.059722222222222,9.524999999999999,9.879166666666666,9.094444444444443,9.556944444444445,9.880555555555555,9.841666666666667,8.261111111111111,8.531944444444443,10.227777777777778,8.684722222222222,8.759722222222223,9.068055555555555,9.031944444444443,9.205555555555556,9.23611111111111,9.290277777777778
2024-02-25,8.002777777777778,8.708333333333334,8.240277777777777,8.454166666666667,9.705555555555556,9.079166666666667,8.994444444444445,8.215277777777779,8.745833333333334,9.06388888888889,8.973611111111111,7.836111111111112,8.008333333333333,9.75138888888889,7.898611111111112,8.129166666666666,8.538888888888888,8.333333333333334,8.602777777777778,8.804166666666667,8.645833333333334
2024-02-26,9.056944444444445,9.855555555555556,9.520833333333334,9.570833333333333,10.845833333333333,10.156944444444443,10.427777777777777,9.556944444444445,9.966666666666667,10.431944444444445,10.288888888888888,9.083333333333334,9.334722222222222,11.024999999999999,9.133333333333333,9.3125,9.709722222222222,9.427777777777777,9.870833333333334,10.023611111111112,9.925
2024-02-27,11.276388888888889,12.055555555555555,11.819444444444445,11.902777777777779,13.287500000000001,12.429166666666667,12.898611111111112,11.765277777777778,12.151388888888889,12.645833333333334,12.515277777777778,11.377777777777778,11.668055555555556,13.463888888888889,11.441666666666666,11.7375,12.109722222222222,11.972222222222221,12.25138888888889,12.420833333333333,12.25
2024-02-28,11.106944444444444,11.894444444444444,11.527777777777779,11.590277777777779,12.43888888888889,11.86111111111111,12.301388888888889,11.568055555555555,12.004166666666666,12.330555555555556,12.131944444444445,10.706944444444444,10.895833333333334,12.473611111111111,10.943055555555555,11.129166666666666,11.380555555555555,11.277777777777779,11.297222222222222,11.466666666666667,11.379166666666666
2024-02-29,9.32638888888889,10.155555555555557,9.766666666666667,9.831944444444444,11.162500000000001,10.179166666666667,11.3625,9.780555555555557,10.266666666666667,10.672222222222222,10.530555555555557,9.476388888888888,9.827777777777778,12.004166666666666,9.377777777777778,9.956944444444444,10.11111111111111,10.036111111111111,10.386111111111111,10.858333333333333,10.709722222222222
2024-03-01,7.8291666666666675,8.656944444444443,8.286111111111111,8.302777777777777,9.708333333333334,8.662500000000001,9.954166666666667,8.3625,8.868055555555555,9.211111111111112,9.211111111111112,8.125,8.609722222222222,10.645833333333334,7.991666666666666,8.600000000000001,8.794444444444444,8.723611111111111,9.073611111111111,9.488888888888889,9.408333333333333
2024-03-02,7.911111111111111,8.722222222222221,8.397222222222222,8.466666666666667,9.915277777777778,9.205555555555556,9.472222222222221,8.404166666666667,8.945833333333333,9.441666666666666,9.393055555555556,8.205555555555556,8.547222222222222,10.195833333333333,8.097222222222221,8.216666666666667,8.81111111111111,8.669444444444444,8.952777777777778,9.081944444444444,9.023611111111112
2024-03-03,9.898611111111112,10.729166666666666,10.359722222222222,10.409722222222221,11.944444444444445,10.931944444444445,12.272222222222222,10.458333333333334,10.848611111111111,11.334722222222222,11.268055555555556,10.261111111111111,10.73611111111111,12.597222222222221,10.073611111111111,10.556944444444445,10.790277777777778,10.756944444444445,11.051388888888889,11.558333333333334,11.269444444444444
2024-03-04,8.390277777777778,9.206944444444444,8.869444444444445,8.955555555555556,10.191666666666666,9.323611111111111,10.194444444444445,8.913888888888888,9.3625,9.841666666666667,9.783333333333333,8.711111111111112,9.045833333333333,10.838888888888889,8.588888888888889,8.929166666666667,9.265277777777778,9.195833333333333,9.480555555555556,9.769444444444444,9.711111111111112
2024-03-05,7.093055555555555,7.845833333333333,7.319444444444445,7.526388888888889,8.305555555555555,7.699999999999999,7.956944444444444,7.3500000000000005,7.669444444444445,8.315277777777778,8.231944444444444,6.641666666666667,6.963888888888889,8.613888888888889,6.988888888888889,7.066666666666666,7.48888888888889,7.4125000000000005,7.3374999999999995,7.541666666666667,7.430555555555555
2024-03-06,2.3833333333333333,3.066666666666667,2.754166666666667,2.759722222222222,3.5180555555555557,2.898611111111111,3.2680555555555557,2.738888888888889,3.2,3.536111111111111,3.6041666666666665,1.8069444444444445,2.0972222222222223,3.75,2.175,2.259722222222222,2.716666666666667,2.665277777777778,2.620833333333333,2.825,2.8680555555555554
2024-03-07,1.8208333333333333,2.6125,2.3583333333333334,2.236111111111111,3.473611111111111,2.7291666666666665,3.2,2.488888888888889,2.9569444444444444,3.3055555555555554,3.201388888888889,2.0319444444444446,2.2680555555555557,4.086111111111111,2.023611111111111,2.3666666666666667,2.8194444444444446,2.709722222222222,2.9819444444444443,3.134722222222222,3.3375000000000004
2024-03-08,1.8583333333333334,2.5416666666666665,1.9333333333333331,1.9430555555555555,3.6180555555555554,2.654166666666667,3.6333333333333337,1.9861111111111112,2.6333333333333333,2.9069444444444446,3.040277777777778,1.713888888888889,2.4027777777777777,4.25,1.6749999999999998,2.2444444444444445,2.4833333333333334,2.4541666666666666,2.7625,3.197222222222222,2.986111111111111
2024-03-09,2.7625,3.586111111111111,3.011111111111111,2.9875,4.5875,3.551388888888889,4.65,3.101388888888889,3.6569444444444446,3.9444444444444446,4.019444444444444,2.7777777777777777,3.4458333333333333,5.341666666666667,2.823611111111111,3.3958333333333335,3.688888888888889,3.561111111111111,3.879166666666667,4.309722222222223,4.0625
2024-03-10,7.4624999999999995,8.225000000000001,7.830555555555555,7.772222222222222,9.147222222222222,8.31388888888889,9.413888888888888,7.843055555555556,8.287500000000001,8.645833333333334,8.672222222222222,7.623611111111111,8.129166666666666,10.041666666666666,7.536111111111111,8.119444444444445,8.338888888888889,8.3125,8.591666666666667,9.004166666666666,8.95138888888889
2024-03-11,8.255555555555555,9.0,8.711111111111112,8.645833333333334,9.847222222222221,9.159722222222221,9.933333333333334,8.7625,9.136111111111111,9.504166666666666,9.458333333333334,8.491666666666667,8.772222222222222,10.577777777777778,8.379166666666666,8.863888888888889,9.143055555555556,9.129166666666666,9.408333333333333,9.704166666666667,9.761111111111111
2024-03-12,7.361111111111111,8.162500000000001,7.773611111111112,7.772222222222222,8.587499999999999,7.866666666666666,8.666666666666666,7.7041666666666675,8.163888888888888,8.581944444444444,8.554166666666667,6.969444444444445,7.340277777777778,9.0625,7.2444444444444445,7.588888888888889,7.8500000000000005,7.8069444444444445,7.822222222222223,8.109722222222222,8.052777777777777
2024-03-13,6.977777777777778,7.730555555555556,7.334722222222222,7.3916666666666675,7.98888888888889,7.324999999999999,9.329166666666667,7.208333333333333,7.770833333333333,8.219444444444443,8.195833333333333,6.080555555555556,6.472222222222222,8.163888888888888,6.798611111111111,6.704166666666667,7.208333333333333,6.902777777777778,6.918055555555556,7.194444444444445,7.158333333333333
2024-03-14,5.536111111111111,6.281944444444445,5.845833333333333,5.898611111111111,7.231944444444445,6.322222222222222,7.1625000000000005,5.843055555555555,6.491666666666666,6.588888888888889,6.733333333333333,5.404166666666667,5.938888888888889,7.800000000000001,5.508333333333334,5.863888888888889,6.156944444444445,6.109722222222222,6.177777777777778,6.615277777777778,6.454166666666667
2024-03-15,5.713888888888889,6.509722222222222,5.898611111111111,5.884722222222222,7.569444444444445,6.331944444444444,7.6930555555555555,5.949999999999999,6.423611111111111,6.665277777777778,6.926388888888889,5.623611111111111,6.375,8.256944444444445,5.631944444444445,6.3180555555555555,6.4430555555555555,6.483333333333333,7.090277777777778,7.029166666666667,7.083333333333333
